0,1,2,3,4,5,6
"{'key': 'rank', 'value': '408'}","{'key': 'fullName', 'value': 'Universal Health Services, Inc.'}","{'key': 'revenues', 'value': '5572.30'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqCity', 'value': 'King of Prussia'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal Health Services, Inc.'}"
"{'key': 'rank', 'value': '409'}","{'key': 'fullName', 'value': 'Precision Castparts Corp.'}","{'key': 'revenues', 'value': '5539.60'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'Portland'}","{'key': 'hqState', 'value': 'OR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Precision Castparts Corp.'}"
"{'key': 'rank', 'value': '410'}","{'key': 'fullName', 'value': 'MasterCard Incorporated'}","{'key': 'revenues', 'value': '5539.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Purchase'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MasterCard Incorporated'}"
"{'key': 'rank', 'value': '411'}","{'key': 'fullName', 'value': 'The Clorox Company'}","{'key': 'revenues', 'value': '5534.00'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqCity', 'value': 'Oakland'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Clorox Company'}"
"{'key': 'rank', 'value': '412'}","{'key': 'fullName', 'value': 'Core-Mark Holding Company, Inc.'}","{'key': 'revenues', 'value': '5510.30'}","{'key': 'industry', 'value': 'Wholesalers: Food and Grocery'}","{'key': 'hqCity', 'value': 'South San Francisco'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Core-Mark Holding Company, Inc.'}"
"{'key': 'rank', 'value': '413'}","{'key': 'fullName', 'value': 'Group 1 Automotive, Inc.'}","{'key': 'revenues', 'value': '5509.20'}","{'key': 'industry', 'value': 'Automotive Retailing, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Group 1 Automotive, Inc.'}"
"{'key': 'rank', 'value': '414'}","{'key': 'fullName', 'value': 'Anixter International Inc.'}","{'key': 'revenues', 'value': '5472.10'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Glenview'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Anixter International Inc.'}"
"{'key': 'rank', 'value': '415'}","{'key': 'fullName', 'value': 'Gannett Co., Inc.'}","{'key': 'revenues', 'value': '5471.40'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'McLean'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Gannett Co., Inc.'}"
"{'key': 'rank', 'value': '416'}","{'key': 'fullName', 'value': 'Targa Resources Corporation'}","{'key': 'revenues', 'value': '5469.20'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Targa Resources Corporation'}"
"{'key': 'rank', 'value': '417'}","{'key': 'fullName', 'value': 'KeyCorp'}","{'key': 'revenues', 'value': '5458.00'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'KeyCorp'}"
"{'key': 'rank', 'value': '418'}","{'key': 'fullName', 'value': 'Mylan Inc.'}","{'key': 'revenues', 'value': '5450.50'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Canonsburg'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mylan Inc.'}"
"{'key': 'rank', 'value': '419'}","{'key': 'fullName', 'value': 'Agilent Technologies, Inc.'}","{'key': 'revenues', 'value': '5444.00'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Santa Clara'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Agilent Technologies, Inc.'}"
"{'key': 'rank', 'value': '299'}","{'key': 'fullName', 'value': 'Gilead Sciences, Inc.'}","{'key': 'revenues', 'value': '7949.40'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Foster City'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Gilead Sciences, Inc.'}"
"{'key': 'rank', 'value': '300'}","{'key': 'fullName', 'value': 'Ball Corporation'}","{'key': 'revenues', 'value': '7948.50'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqCity', 'value': 'Broomfield'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ball Corporation'}"
"{'key': 'rank', 'value': '401'}","{'key': 'fullName', 'value': 'Universal American Corp.'}","{'key': 'revenues', 'value': '5687.20'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Rye Brook'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal American Corp.'}"
"{'key': 'rank', 'value': '402'}","{'key': 'fullName', 'value': 'The Hershey Company'}","{'key': 'revenues', 'value': '5671.00'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqCity', 'value': 'Hershey'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Hershey Company'}"
"{'key': 'rank', 'value': '403'}","{'key': 'fullName', 'value': 'BorgWarner Inc.'}","{'key': 'revenues', 'value': '5652.80'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqCity', 'value': 'Auburn Hills'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BorgWarner Inc.'}"
"{'key': 'rank', 'value': '404'}","{'key': 'fullName', 'value': 'Dr Pepper Snapple Group, Inc.'}","{'key': 'revenues', 'value': '5636.00'}","{'key': 'industry', 'value': 'Beverages'}","{'key': 'hqCity', 'value': 'Plano'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dr Pepper Snapple Group, Inc.'}"
"{'key': 'rank', 'value': '405'}","{'key': 'fullName', 'value': 'Pacific Life'}","{'key': 'revenues', 'value': '5603.00'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Newport Beach'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pacific Life'}"
"{'key': 'rank', 'value': '406'}","{'key': 'fullName', 'value': 'NII Holdings, Inc.'}","{'key': 'revenues', 'value': '5601.30'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'Reston'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NII Holdings, Inc.'}"
"{'key': 'rank', 'value': '286'}","{'key': 'fullName', 'value': 'Aon Corporation'}","{'key': 'revenues', 'value': '8512.00'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqCity', 'value': 'Chicago'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aon Corporation'}"
"{'key': 'rank', 'value': '287'}","{'key': 'fullName', 'value': 'Micron Technology, Inc.'}","{'key': 'revenues', 'value': '8482.00'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Boise'}","{'key': 'hqState', 'value': 'ID'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Micron Technology, Inc.'}"
"{'key': 'rank', 'value': '288'}","{'key': 'fullName', 'value': 'Stanley Black &#038; Decker'}","{'key': 'revenues', 'value': '8409.60'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqCity', 'value': 'New Britain'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Stanley Black & Decker'}"
"{'key': 'rank', 'value': '289'}","{'key': 'fullName', 'value': 'Holly Corporation'}","{'key': 'revenues', 'value': '8322.90'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Holly Corporation'}"
"{'key': 'rank', 'value': '290'}","{'key': 'fullName', 'value': 'Reinsurance Group of America, Inc.'}","{'key': 'revenues', 'value': '8261.70'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Chesterfield'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Reinsurance Group of America, Inc.'}"
"{'key': 'rank', 'value': '291'}","{'key': 'fullName', 'value': 'Discover Financial Services'}","{'key': 'revenues', 'value': '8241.20'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Riverwoods'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Discover Financial Services'}"
"{'key': 'rank', 'value': '292'}","{'key': 'fullName', 'value': 'Energy Future Holdings Corp.'}","{'key': 'revenues', 'value': '8235.00'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Energy Future Holdings Corp.'}"
"{'key': 'rank', 'value': '293'}","{'key': 'fullName', 'value': 'Regions Financial Corporation'}","{'key': 'revenues', 'value': '8220.00'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Birmingham'}","{'key': 'hqState', 'value': 'AL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Regions Financial Corporation'}"
"{'key': 'rank', 'value': '294'}","{'key': 'fullName', 'value': 'Kinder Morgan, Inc.'}","{'key': 'revenues', 'value': '8190.60'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kinder Morgan, Inc.'}"
"{'key': 'rank', 'value': '295'}","{'key': 'fullName', 'value': 'Owens &#038; Minor, Inc.'}","{'key': 'revenues', 'value': '8123.60'}","{'key': 'industry', 'value': 'Wholesalers: Health Care'}","{'key': 'hqCity', 'value': 'Mechanicsville'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Owens & Minor, Inc.'}"
"{'key': 'rank', 'value': '296'}","{'key': 'fullName', 'value': 'Republic Services, Inc.'}","{'key': 'revenues', 'value': '8106.60'}","{'key': 'industry', 'value': 'Waste Management'}","{'key': 'hqCity', 'value': 'Phoenix'}","{'key': 'hqState', 'value': 'AZ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Republic Services, Inc.'}"
"{'key': 'rank', 'value': '297'}","{'key': 'fullName', 'value': 'Visa Inc.'}","{'key': 'revenues', 'value': '8065.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'San Francisco'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Visa Inc.'}"
"{'key': 'rank', 'value': '298'}","{'key': 'fullName', 'value': 'Western Refining, Inc.'}","{'key': 'revenues', 'value': '7965.10'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqCity', 'value': 'El Paso'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Western Refining, Inc.'}"
"{'key': 'rank', 'value': '276'}","{'key': 'fullName', 'value': 'NRG Energy, Inc.'}","{'key': 'revenues', 'value': '8849.00'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Princeton'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NRG Energy, Inc.'}"
"{'key': 'rank', 'value': '277'}","{'key': 'fullName', 'value': 'Caesars Entertainment Corporation'}","{'key': 'revenues', 'value': '8818.60'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqCity', 'value': 'Las Vegas'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Caesars Entertainment Corporation'}"
"{'key': 'rank', 'value': '278'}","{'key': 'fullName', 'value': 'The Great Atlantic &#038; Pacific Tea Company, Inc.'}","{'key': 'revenues', 'value': '8813.60'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'Montvale'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Great Atlantic & Pacific Tea Company, Inc.'}"
"{'key': 'rank', 'value': '279'}","{'key': 'fullName', 'value': 'CenterPoint Energy, Inc.'}","{'key': 'revenues', 'value': '8785.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CenterPoint Energy, Inc.'}"
"{'key': 'rank', 'value': '280'}","{'key': 'fullName', 'value': 'PPL Corporation'}","{'key': 'revenues', 'value': '8638.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Allentown'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PPL Corporation'}"
"{'key': 'rank', 'value': '281'}","{'key': 'fullName', 'value': 'Synnex Corporation'}","{'key': 'revenues', 'value': '8617.10'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqCity', 'value': 'Fremont'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Synnex Corporation'}"
"{'key': 'rank', 'value': '282'}","{'key': 'fullName', 'value': 'BlackRock, Inc.'}","{'key': 'revenues', 'value': '8612.00'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BlackRock, Inc.'}"
"{'key': 'rank', 'value': '283'}","{'key': 'fullName', 'value': 'DTE Energy Company'}","{'key': 'revenues', 'value': '8557.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Detroit'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DTE Energy Company'}"
"{'key': 'rank', 'value': '284'}","{'key': 'fullName', 'value': 'Reynolds American Inc.'}","{'key': 'revenues', 'value': '8551.00'}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqCity', 'value': 'Winston-Salem'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Reynolds American Inc.'}"
"{'key': 'rank', 'value': '285'}","{'key': 'fullName', 'value': 'Assurant, Inc.'}","{'key': 'revenues', 'value': '8527.70'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Assurant, Inc.'}"
"{'key': 'rank', 'value': '264'}","{'key': 'fullName', 'value': 'Huntsman Corporation'}","{'key': 'revenues', 'value': '9302.00'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Salt Lake City'}","{'key': 'hqState', 'value': 'UT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Huntsman Corporation'}"
"{'key': 'rank', 'value': '265'}","{'key': 'fullName', 'value': 'C. H. Robinson Worldwide, Inc.'}","{'key': 'revenues', 'value': '9274.30'}","{'key': 'industry', 'value': 'Transportation and Logistics'}","{'key': 'hqCity', 'value': 'Eden Prairie'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'C. H. Robinson Worldwide, Inc.'}"
"{'key': 'rank', 'value': '266'}","{'key': 'fullName', 'value': 'Tenet Healthcare Corporation'}","{'key': 'revenues', 'value': '9233.00'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tenet Healthcare Corporation'}"
